source_name,destination_name,r_agent,r_carac,r_causatif,r_conseq,r_has_part,r_holo,r_instr,r_isa,r_lieu,r_patient
rêve,lit,0,0,0,0,0,0,0,0,1,0
pouce,petit,0,1,0,0,0,0,0,0,0,0
briquer,individu,1,0,0,0,0,0,0,0,0,0
Woodstock,chordé,0,0,0,0,0,0,0,1,0,0
bise,amoureuse,0,1,0,0,0,0,0,0,0,0
jury,impartial,0,1,0,0,0,0,0,0,0,0
club,local,0,0,0,0,1,0,0,0,0,0
Dagobert,personne,0,0,0,0,0,0,0,1,0,0
Europe,continent,0,0,0,0,0,1,0,1,0,0
pigeon,homme,0,0,0,0,0,0,0,1,0,0
jeu,enfantin,0,1,0,0,0,0,0,0,0,0
planning,agenda,0,0,0,0,0,1,0,0,0,0
respecter,belligérant,0,0,0,0,0,0,0,0,0,1
jaguar,chordé,0,0,0,0,0,0,0,1,0,0
accaparer,enfant,1,0,0,0,0,0,0,0,0,0
oie,métazoaire,0,0,0,0,0,0,0,1,0,0
traduction,comprendre,0,0,0,0,0,0,0,0,0,0
prendre,pied,0,0,0,0,0,0,0,0,0,1
obstétricien,clinique,0,0,0,0,0,1,0,0,0,0
grue,poulie,0,0,0,0,1,0,0,0,0,0
prière,spontanée,0,1,0,0,0,0,0,0,0,0
hésiter,homme,1,0,0,0,0,0,0,0,0,0
dragon,fantastique,0,1,0,0,0,0,0,0,0,0
bouton,boutonnière,0,0,1,0,0,0,0,0,0,0
cramer,bois,1,0,0,0,0,0,0,0,0,0
Bérénice,individu,0,0,0,0,0,0,0,1,0,0
fil,fin,0,1,0,0,0,0,0,0,0,0
Byzance,film,0,0,0,0,0,0,0,1,0,0
sous-vêtement,immaculé,0,1,0,0,0,0,0,0,0,0
carambolage,accident,0,0,1,0,0,0,0,1,0,0
disputer,compétition,0,0,0,0,0,0,0,0,0,1
péroné,jambes,0,0,0,0,0,1,0,0,0,0
blonde,baiser,0,0,0,0,0,0,0,0,0,0
tomodensitométrie,radiologie,0,0,0,0,0,1,0,0,0,0
huiler,plat,0,0,0,0,0,0,0,0,0,1
coeur,pur-sang,0,0,0,0,0,1,0,0,0,0
jouer,dominos,0,0,0,0,0,0,0,0,0,1
tenir,fille,1,0,0,0,0,0,0,0,0,0
socle,métal,0,0,0,0,1,0,0,0,0,0
cendre,particule,0,0,0,0,1,0,0,0,0,0
Riom,commune,0,0,0,0,0,0,0,1,0,0
poudre,jaune,0,1,0,0,0,0,0,0,0,0
erreur,punition,0,0,0,1,0,0,0,0,0,0
adn,rageur,0,0,0,0,0,1,0,0,0,0
gaufre,vertébré,0,0,0,0,0,0,0,1,0,0
fesses,Cécile,0,0,0,0,0,1,0,0,0,0
cogner,individu,1,0,0,0,0,0,0,0,0,0
beurrer,tartine,0,0,0,0,0,0,0,0,0,1
Delacroix,salon,0,0,0,0,0,0,0,0,1,0
soldat,défendre,0,0,0,1,0,0,0,0,0,0
reine,mère,0,1,0,0,0,0,0,0,0,0
smoking,costume,0,0,0,0,0,0,0,1,0,0
consommer,client,1,0,0,0,0,0,0,0,0,0
nourriture,cuisine,0,0,0,0,0,0,0,0,1,0
cheveux,intendant,0,0,0,0,0,1,0,0,0,0
refuser,politesse,0,0,1,0,0,0,0,0,0,0
turquoise,couleur,0,0,0,0,0,0,0,1,0,0
angiome,peau,0,0,0,0,0,0,0,0,1,0
regarder,vue,0,0,0,0,0,0,1,0,0,1
garce,femme,0,0,0,0,0,0,0,1,0,0
cintre,accessoire,0,0,0,0,0,1,0,0,0,0
braqueur,voleur,0,0,0,0,0,0,0,1,0,0
écraser,masse,1,0,0,0,0,0,1,0,0,0
ethnologue,individu,0,0,0,0,0,0,0,1,0,0
afficher,pub,0,0,0,0,0,0,0,0,0,1
sage-femme,clinique,0,0,0,0,0,0,0,0,1,0
santé,opération,0,0,1,0,0,0,0,0,0,0
boursier,individu,0,0,0,0,0,0,0,1,0,0
bureau,ville,0,0,0,0,0,0,0,0,1,0
misanthrope,fratrie,0,0,1,0,0,0,0,0,0,0
hôpital,payant,0,1,0,0,0,0,0,0,0,0
obéir,soldat,1,0,0,0,0,0,0,0,0,0
rive,terrain,0,0,0,0,0,0,0,1,0,0
envoutement,ensorceler,0,0,0,0,0,0,0,0,0,0
mst,contagion,0,0,0,1,0,0,0,0,0,0
ADN,Dale,0,0,0,0,0,0,0,0,1,0
montbéliarde,bilatérien,0,0,0,0,0,0,0,1,0,0
bouton,chemise,0,0,0,0,0,1,0,0,1,0
Poudlard,roman,0,0,0,0,0,0,0,0,1,0
PACA,eucaryote,0,0,0,0,0,0,0,1,0,0
communiquer,téléphone,0,0,0,0,0,0,1,0,0,0
fratrie,famille,0,0,0,0,0,1,0,1,0,0
examen,hôpital,0,0,0,0,0,0,0,0,1,0
encéphalite,vacciner,0,0,1,0,0,0,0,0,0,0
patte,avancer,0,0,1,0,0,0,0,0,0,0
griffon,bilatérien,0,0,0,0,0,0,0,1,0,0
pneu,automobile,0,0,0,0,0,1,0,0,0,0
calao,oiseau,0,0,0,0,0,0,0,1,0,0
trottoir,trotter,0,0,0,1,0,0,0,0,0,0
marmotte,eucaryote,0,0,0,0,0,0,0,1,0,0
branche,arbre,0,1,1,0,0,0,0,0,1,0
casser,oeufs,0,0,0,0,0,0,0,0,0,1
pneu,auto,0,0,0,0,0,1,0,0,0,0
Cappadoce,province,0,0,0,0,0,0,0,1,0,0
poumon,pollué,0,1,0,0,0,0,0,0,0,0
scandinave,peuple,0,0,0,0,0,1,0,0,0,0
cysticercose,hydrocéphalie,0,0,0,1,0,0,0,0,0,0
branchage,branche,0,0,0,0,1,0,0,0,0,0
insister,voix,0,0,0,0,0,0,1,0,0,0
acteur,rue,0,0,0,0,0,1,0,0,0,0
élue,individu,0,0,0,0,0,0,0,1,0,0
sansonnet,eucaryote,0,0,0,0,0,0,0,1,0,0
voler,moineau,1,0,0,0,0,0,0,0,0,0
coeur,camionneur,0,0,0,0,0,1,0,0,0,0
orthographie,zéro,0,0,0,1,0,0,0,0,0,0
peugeot,voiture,0,0,0,0,0,0,0,1,0,0
donner,envie,0,0,0,0,0,0,0,0,0,1
enfants,chambre,0,0,0,0,0,0,0,0,1,0
pare-brise,verre,0,0,0,0,1,0,0,0,0,0
mari,amoureux,0,1,0,0,0,0,0,0,0,0
respecter,parents,0,0,0,0,0,0,0,0,0,1
sncf,TGV,0,0,0,0,1,0,0,0,0,0
vipère,naître,0,0,0,0,0,0,0,0,0,0
ouvre-boîte,pratique,0,1,0,0,0,0,0,0,0,0
respirer,masque,0,0,0,0,0,0,1,0,0,0
diplômer,concours,0,0,0,0,0,0,1,0,0,0
suçoter,doudou,0,0,0,0,0,0,0,0,0,1
icône,peinture,0,0,0,0,0,0,0,1,0,0
servant,soldat,0,0,0,0,0,0,0,1,0,0
cigare,bateau,0,0,0,0,0,0,0,1,0,0
brochette,baguette,0,0,0,0,0,0,0,1,0,0
casino,établissement,0,0,0,0,0,0,0,1,0,0
vitrification,solidité,0,0,0,1,0,0,0,0,0,0
fesses,Lola,0,0,0,0,0,1,0,0,0,0
oiseau,beau,0,1,0,0,0,0,0,0,0,0
volet,avion,0,0,0,0,0,1,0,0,0,0
grippe,mortelle,0,1,0,0,0,0,0,0,0,0
capelan,téléostéen,0,0,0,0,0,0,0,1,0,0
calcaire,solide,0,1,0,0,0,0,0,0,0,0
dessert,plat,0,0,0,0,0,0,0,1,1,0
canard,cage,0,0,0,0,0,0,0,0,1,0
emporter,homme,1,0,0,0,0,0,0,0,0,0
cheveux,Médée,0,0,0,0,0,1,0,0,0,0
chrysalide,haie,0,0,0,0,0,0,0,0,1,0
paille,lieu,0,0,0,0,0,0,0,1,0,0
adn,visiteur,0,0,0,0,0,1,0,0,0,0
bombyx,lépidoptère,0,0,0,0,0,0,0,1,0,0
tissu,fil,0,0,0,0,1,0,0,0,0,0
bousculade,panique,0,0,1,1,0,0,0,0,0,0
gnou,Tanzanie,0,0,0,0,0,0,0,0,1,0
consommé,aliment,0,0,0,0,0,0,0,1,0,0
étaler,carte,0,0,0,0,0,0,0,0,0,1
soustraction,total,0,0,0,0,0,1,0,0,0,0
assembler,mains,0,0,0,0,0,0,1,0,0,0
ara,perroquet,0,0,0,0,0,0,0,1,0,0
Nouméa,port,0,0,0,0,0,0,0,1,0,0
dessiner,dessin,0,0,0,0,0,0,0,0,0,1
étages,building,0,0,0,0,0,1,0,0,0,0
milieu,aquatique,0,1,0,0,0,0,0,0,0,0
exploser,tronche,0,0,0,0,0,0,0,0,0,1
coincer,fenêtre,0,0,0,0,0,0,0,0,0,1
perdant,femme,0,0,0,0,0,0,0,1,0,0
viande,nourriture,0,0,0,1,0,0,0,1,0,0
dessin,joli,0,1,0,0,0,0,0,0,0,0
repas,légume,0,0,0,0,1,0,0,0,0,0
femme,féminité,0,0,1,0,0,0,0,0,0,0
Hasbro,société,0,0,0,0,0,0,0,1,0,0
Noiret,humain,0,0,0,0,0,0,0,1,0,0
élytre,guêpe,0,0,0,0,0,1,0,0,0,0
foie,descendu,0,1,0,0,0,0,0,0,0,0
roue,foire,0,0,0,0,0,0,0,0,1,0
églefin,eucaryote,0,0,0,0,0,0,0,1,0,0
fruit,marché,0,0,0,0,0,1,0,0,1,0
Suédois,homme,0,0,0,0,0,1,0,1,0,0
ensorceler,gourou,1,0,0,0,0,0,0,0,0,0
cheveux,Pearl,0,0,0,0,0,1,0,0,0,0
fer,barreau,0,0,0,0,0,1,0,0,0,0
contrevérité,mensonge,0,0,0,0,0,0,0,1,0,0
ami,attirance,0,0,1,0,0,0,0,0,0,0
reflet,doré,0,1,0,0,0,0,0,0,0,0
annulaire,enfant,0,0,0,0,0,1,0,0,0,0
contrôleur,cheminot,0,0,0,0,0,0,0,1,0,0
papy,maison,0,0,0,0,0,0,0,0,1,0
bourse,spéculer,0,0,0,1,0,0,0,0,0,0
national,jambe,0,0,0,0,1,0,0,0,0,0
boire,verre,0,0,0,0,0,0,1,0,1,1
amarante,couleur,0,0,0,0,0,0,0,1,0,0
amas,partie,0,0,0,0,1,0,0,0,0,0
électricité,compteur,0,0,0,0,0,1,0,0,1,0
rose,roseraie,0,0,0,0,0,0,0,0,1,0
Tournesol,Moulinsart,0,0,0,0,0,0,0,0,1,0
aloès,rouge,0,1,0,0,0,0,0,0,0,0
Beauvais,Picardie,0,0,0,0,0,1,0,0,1,0
appeau,tétrapode,0,0,0,0,0,0,0,1,0,0
médicament,affection,0,0,1,0,0,0,0,0,0,0
priapisme,maladie,0,0,0,0,0,0,0,1,0,0
TGV,dépôt,0,0,0,0,0,0,0,0,1,0
clause,contrat,0,0,0,0,0,1,0,0,0,0
Russel,individu,0,0,0,0,0,0,0,1,0,0
sauter,jambes,0,0,0,0,0,0,1,0,0,0
publicité,magazine,0,0,0,0,0,0,0,0,1,0
manger,amis,1,0,0,0,0,0,0,0,0,0
Antigone,femme,0,0,0,0,0,0,0,1,0,0
grogner,chat,1,0,0,0,0,0,0,0,0,0
glande,sécrétion,0,0,0,0,1,0,0,0,0,0
monarque,eucaryote,0,0,0,0,0,0,0,1,0,0
colt,révolver,0,0,0,0,0,0,0,1,0,0
réflexion,acerbe,0,1,0,0,0,0,0,0,0,0
furet,métazoaire,0,0,0,0,0,0,0,1,0,0
courge,cuisine,0,0,0,0,0,0,0,0,1,0
étalage,produit,0,0,0,0,1,0,0,0,0,0
centaurée,plante,0,0,0,0,0,0,0,1,0,0
pointe,clou,0,0,0,0,0,1,0,0,0,0
guépard,bilatérien,0,0,0,0,0,0,0,1,0,0
épier,espion,1,0,0,0,0,0,0,0,0,0
griset,eucaryote,0,0,0,0,0,0,0,1,0,0
déraciner,racine,0,0,0,0,0,0,0,0,0,1
présent,vie,0,0,0,0,0,0,0,0,1,0
veiller,père,1,0,0,0,0,0,0,0,0,1
éditeur,lieu,0,0,0,0,0,0,0,1,0,0
biscuit,dur,0,1,0,0,0,0,0,0,0,0
marbre,cimetière,0,0,0,0,0,0,0,0,1,0
ciboule,monocotylédone,0,0,0,0,0,0,0,1,0,0
cuivre,tuyau,0,0,0,0,0,1,0,0,0,0
odeur,rose,0,0,1,0,0,1,0,0,0,0
canapé,hall,0,0,0,0,0,1,0,0,0,0
deviner,personnage,0,0,0,0,0,0,0,0,0,1
polyéthylène,plastique,0,0,1,0,0,0,0,1,0,0
cinq,nombre,0,1,0,0,1,1,0,1,0,0
ADN,David,0,0,0,0,0,0,0,0,1,0
plastique,solide,0,1,0,0,0,0,0,0,0,0
poney,véhicule,0,0,0,0,0,0,0,1,0,0
coupé,saignant,0,1,0,0,0,0,0,0,0,0
oie,rôtie,0,1,0,0,0,0,0,0,0,0
baigner,homme,1,0,0,0,0,0,0,0,0,0
Démosthène,homme,0,0,0,0,0,0,0,1,0,0
dopage,illégal,0,1,0,0,0,0,0,0,0,0
transporter,camion,1,0,0,0,0,0,1,0,0,0
objet,boutique,0,0,0,0,0,0,0,0,1,0
or,banque,0,0,0,0,0,1,0,0,1,0
Candide,visage,0,0,0,0,1,0,0,0,0,0
Napoléon,film,0,0,0,0,0,0,0,1,0,0
opération,cahier,0,0,0,0,0,0,0,0,1,0
surmulot,mammifère,0,0,0,0,0,0,0,1,0,0
poulain,métazoaire,0,0,0,0,0,0,0,1,0,0
sodomiser,pute,0,0,0,0,0,0,0,0,0,1
refermer,valise,0,0,0,0,0,0,0,0,0,1
call-girl,hominidé,0,0,0,0,0,0,0,1,0,0
surmonter,deuil,0,0,0,0,0,0,0,0,0,1
violence,crime,0,0,0,1,0,0,0,0,0,0
cigale,métazoaire,0,0,0,0,0,0,0,1,0,0
Cicciolina,comédienne,0,0,0,0,0,0,0,1,0,0
fox-terrier,tétrapode,0,0,0,0,0,0,0,1,0,0
gueule,bouche,0,0,0,0,1,0,0,0,0,0
clavier,sensible,0,1,0,0,0,0,0,0,0,0
journée,travail,0,0,1,0,0,0,0,0,1,0
Osiris,personne,0,0,0,0,0,0,0,1,0,0
Messerschmitt,air,0,0,0,0,0,0,0,0,1,0
coffrer,banquier,1,0,0,0,0,0,0,0,0,0
antisèche,classeur,0,0,0,0,0,0,0,0,1,0
plier,nappe,0,0,0,0,0,0,0,0,0,1
écureuil,beau,0,1,0,0,0,0,0,0,0,0
femme,féminitude,0,0,0,0,0,1,0,0,0,0
feuilleter,journaux,0,0,0,0,0,0,0,0,0,1
fesses,mamy,0,0,0,0,0,1,0,0,0,0
lérot,amniote,0,0,0,0,0,0,0,1,0,0
coffrer,femme,1,0,0,0,0,0,0,0,0,1
gargote,restaurant,0,0,0,0,0,0,0,1,0,0
projectile,arme,0,0,0,0,0,0,0,1,1,0
suisse,eucaryote,0,0,0,0,0,0,0,1,0,0
Ouzbékistan,lieu,0,0,0,0,0,0,0,1,0,0
engloutir,ogresse,1,0,0,0,0,0,0,0,0,0
égout,grille,0,0,0,0,1,0,0,0,0,0
leishmaniose,dermatose,0,0,0,0,0,0,0,1,0,0
Osiris,mort,0,0,0,0,0,0,0,1,0,0
émerger,terre,1,0,0,0,0,0,0,0,0,0
poussin,doux,0,1,0,0,0,0,0,0,0,0
Pas-de-Calais,département,0,0,0,0,0,0,0,1,0,0
fruit,halles,0,0,0,0,0,0,0,0,1,0
marin,bateau,0,0,0,0,0,1,0,0,1,0
gibet,échafaud,0,0,0,0,0,0,0,1,0,0
alcoologue,individu,0,0,0,0,0,0,0,1,0,0
crue,impressionnant,0,1,0,0,0,0,0,0,0,0
cendrée,poussière,0,0,0,0,0,1,0,0,0,0
matelas,hôpital,0,0,0,0,0,0,0,0,1,0
vaudou,magie,0,0,0,0,0,0,0,1,0,0
duc,métazoaire,0,0,0,0,0,0,0,1,0,0
ADN,Cerbère,0,0,0,0,0,0,0,0,1,0
titiller,personne,0,0,0,0,0,0,0,0,0,1
week-end,siècle,0,0,0,0,0,1,0,0,0,0
concentration,état,0,0,0,0,0,0,0,1,0,0
commande,démarrer,0,0,0,0,0,0,0,0,0,0
citronnier,pépinière,0,0,0,0,0,0,0,0,1,0
virus,mutation,0,0,1,0,0,0,0,0,0,0
toxine,incurable,0,1,0,0,0,0,0,0,0,0
BD,Science,0,0,0,0,0,0,0,1,0,0
tique,herbe,0,0,0,0,0,0,0,0,1,0
rire,nonsense,0,0,1,0,0,0,0,0,0,0
muscle,pharynx,0,0,0,0,0,1,0,0,0,0
grenade,fruit,0,0,0,0,0,0,0,1,0,0
caneton,vertébré,0,0,0,0,0,0,0,1,0,0
détonateur,explosif,0,0,0,0,0,1,0,0,0,0
portefeuille,blouson,0,0,0,0,0,0,0,0,1,0
pygargue,eucaryote,0,0,0,0,0,0,0,1,0,0
glaçon,congélo,0,0,0,0,0,0,0,0,1,0
Oliver,humain,0,0,0,0,0,0,0,1,0,0
nature,eau,0,0,0,0,1,0,0,0,0,0
cheveux,novice,0,0,0,0,0,1,0,0,0,0
bonsaï,arbre,0,0,0,0,0,0,0,1,0,0
livre,bibliothèque,0,0,0,1,0,1,0,0,1,0
dresser,chien,0,0,0,0,0,0,1,0,0,0
pullover,penderie,0,0,0,0,0,0,0,0,1,0
AIT,maladie,0,0,0,0,0,0,0,1,0,0
cheval,femelle,0,0,0,0,0,0,0,1,0,0
hiberner,homme,1,0,0,0,0,0,0,0,0,0
ressentir,enfant,1,0,0,0,0,0,0,0,0,0
pou,petit,0,1,0,0,0,0,0,0,0,0
stop,lieu,0,0,0,0,0,0,0,1,0,0
lauréat,personne,0,0,0,0,0,0,0,1,0,0
reptile,tétrapode,0,0,0,0,0,0,0,1,0,0
iceberg,mer,0,0,0,0,0,0,0,0,1,0
potion,fiole,0,0,0,0,0,0,0,0,1,0
échocardiographie,coeur,0,0,0,0,0,0,0,0,1,0
roussette,oiseau,0,0,0,0,0,0,0,1,0,0
wagon,marchandises,0,0,0,1,0,0,0,0,0,0
Ostende,commune,0,0,0,0,0,0,0,1,0,0
idolâtrer,mari,1,0,0,0,0,0,0,0,0,0
ADN,Rose,0,0,0,0,0,0,0,0,1,0
informaticien,efficace,0,1,0,0,0,0,0,0,0,0
soyeux,individu,0,0,0,0,0,0,0,1,0,0
lâcher,affaire,0,0,0,0,0,0,0,0,0,1
diviniser,fan,1,0,0,0,0,0,0,0,0,0
sterno-hyoïdien,muscle,0,0,0,0,0,0,0,1,0,0
gare,village,0,0,0,0,0,0,0,0,1,0
préservatif,poche,0,0,0,0,0,0,0,0,1,0
aigle,serres,0,0,0,0,1,0,0,0,0,0
Géologie,géologue,0,0,0,0,1,0,0,0,0,0
Eve,individu,0,0,0,0,0,0,0,1,0,0
muscle,cuisse,0,0,0,0,0,1,0,0,1,0
starlette,mesquine,0,1,0,0,0,0,0,0,0,0
cinéma,comparer,0,0,0,1,0,0,0,0,0,0
loutre,nature,0,0,0,0,0,0,0,0,1,0
coffrer,voyou,0,0,0,0,0,0,0,0,0,1
fenêtre,petite,0,1,0,0,0,0,0,0,0,0
métro,mégalopole,0,0,0,0,0,0,0,0,1,0
jambe,victime,0,0,0,0,0,1,0,0,0,0
travailler,argile,0,0,0,0,0,0,0,0,0,1
prison,douche,0,0,0,0,1,0,0,0,0,0
placier,humain,0,0,0,0,0,0,0,1,0,0
crocodile,reptilien,0,1,0,0,0,0,0,0,0,0
gynécologue,hôpital,0,0,0,0,0,0,0,0,1,0
bouillotte,douce,0,1,0,0,0,0,0,0,0,0
réplique,discussion,0,0,0,0,0,1,0,0,0,0
lentille,verre,0,0,0,0,1,0,0,0,0,0
vertige,ascension,0,0,0,0,0,0,0,0,0,0
ôter,pince,0,0,0,0,0,0,1,0,0,0
materner,lait,0,0,0,0,0,0,1,0,0,0
sandale,chaussure,0,0,0,0,0,1,0,1,0,0
opérateur,personne,0,0,0,0,0,0,0,1,0,0
pain,petit,0,1,0,0,0,0,0,0,0,0
hurleur,mammifère,0,0,0,0,0,0,0,1,0,0
orthopédie,prescrire,0,0,0,0,0,0,0,0,0,0
peste,isolement,0,0,0,1,0,0,0,0,0,0
aviation,guerre,0,0,1,0,0,0,0,0,0,0
poulain,herbivore,0,0,0,0,0,0,0,1,0,0
hydravion,aéronef,0,0,0,0,0,0,0,1,0,0
malbouffe,carence,0,0,0,1,0,0,0,0,0,0
mutilation,cadavre,0,0,0,0,0,0,0,0,0,0
étudier,cours,0,0,0,0,0,0,0,0,0,1
couverture,propre,0,1,0,0,0,0,0,0,0,0
tourterelle,teinte,0,0,0,0,0,0,0,1,0,0
crêpe,cramée,0,1,0,0,0,0,0,0,0,0
sardine,broche,0,0,0,0,0,0,0,1,0,0
mammographie,manipulateur,0,0,0,0,0,0,0,0,0,0
cuculle,coiffure,0,0,0,0,0,0,0,1,0,0
impatient,personne,0,0,0,0,0,0,0,1,0,0
ligne,pure,0,1,0,0,0,0,0,0,0,0
micronutriment,nutriment,0,0,0,0,0,0,0,1,0,0
talon,membre,0,0,0,0,0,1,0,0,0,0
connaissance,savoir,0,0,0,0,1,1,0,1,0,0
capitale,Espagne,0,0,0,0,0,0,0,0,1,0
poil,toison,0,0,0,0,0,1,0,0,0,0
Dieudonné,raciste,0,1,0,0,0,0,0,0,0,0
fiancée,hexapode,0,0,0,0,0,0,0,1,0,0
chiper,voleur,1,0,0,0,0,0,0,0,0,0
clé,partition,0,0,0,0,0,0,0,0,1,0
batailler,épée,0,0,0,0,0,0,1,0,0,0
amer,saveur,0,0,0,0,0,0,0,1,0,0
freezer,glaçons,0,0,0,0,1,0,0,0,0,0
pré,plante,0,0,0,0,1,0,0,0,0,0
Lourdes,Hautes-Pyrénées,0,0,0,0,0,1,0,0,1,0
Samson,film,0,0,0,0,0,0,0,1,0,0
taxidermiste,individu,0,0,0,0,0,0,0,1,0,0
aide-soignante,individu,0,0,0,0,0,0,0,1,0,0
tendresse,rue,0,0,0,0,0,0,0,0,1,0
apaiser,terreur,0,0,0,0,0,0,0,0,0,1
bâtir,bâtiment,0,0,0,0,0,0,0,0,0,1
truander,adversaire,0,0,0,0,0,0,0,0,0,1
papillon,nuit,0,0,0,0,0,0,0,0,1,0
Laurent,prénom,0,0,0,0,0,0,0,1,0,0
gladiateur,diapside,0,0,0,0,0,0,0,1,0,0
carambole,fruit,0,0,0,0,0,0,0,1,0,0
sentiment,aveu,0,0,0,1,0,0,0,0,0,0
groin,porc,0,0,0,0,0,1,0,0,0,0
repasseuse,femme,0,0,0,0,0,0,0,1,0,0
couvert,jambe,0,0,0,0,1,0,0,0,0,0
zozoter,dents,0,0,0,0,0,0,1,0,0,0
poissons,tête,0,0,0,0,1,0,0,0,0,0
respecter,croyance,0,0,0,0,0,0,0,0,0,1
Harley,personne,0,0,0,0,0,0,0,1,0,0
doryphore,chrysomèle,0,0,0,0,0,0,0,1,0,0
contrée,région,0,0,0,0,0,1,0,0,1,0
biberon,micro-onde,0,0,0,0,0,0,0,0,1,0
légume,graine,0,0,1,0,1,0,0,0,0,0
journal,écrire,0,0,1,0,0,0,0,0,0,0
plumer,volailler,1,0,0,0,0,0,0,0,0,0
mucilage,substance,0,0,0,0,0,0,0,1,0,0
bête,belle,0,1,0,0,0,0,0,0,0,0
désert,météo,0,0,1,0,0,0,0,0,0,0
phrase,poème,0,0,0,0,0,1,0,0,0,0
source,lieu,0,0,0,0,0,0,0,1,0,0
poison,nourriture,0,0,0,0,0,0,0,0,1,0
CRS,violent,0,1,0,0,0,0,0,0,0,0
citron,sirop,0,0,0,0,0,0,0,1,0,0
soupe,nourriture,0,0,0,0,0,0,0,1,0,0
fraude,école,0,0,0,0,0,0,0,0,1,0
magicien,bipède,0,0,0,0,0,0,0,1,0,0
zéro,oeil,0,0,0,0,1,0,0,0,0,0
narine,enfant,0,0,0,0,0,1,0,0,0,0
purée,faire,0,0,0,0,0,0,0,0,0,0
licencier,recommandé,0,0,0,0,0,0,1,0,0,0
vertébré,vertèbre,0,0,0,0,1,0,0,0,0,0
annulaire,garçon,0,0,0,0,0,1,0,0,0,0
Ulster,Belfast,0,0,0,0,1,0,0,0,0,0
Hérault,lieu,0,0,0,0,0,0,0,1,0,0
vertèbre,élan,0,0,0,0,0,1,0,0,0,0
vomir,maladie,0,0,0,0,0,0,1,0,0,0
ravager,guerre,1,0,0,0,0,0,0,0,0,0
caverne,montagne,0,0,0,0,0,0,0,0,1,0
biche,mammifère,0,0,0,0,0,0,0,1,0,0
Île-de-France,Paris,0,0,0,0,1,0,0,0,0,0
livre,intéressant,0,1,0,0,0,0,0,0,0,0
dromadaire,véhicule,0,0,0,0,0,0,0,1,0,0
dermatose,sec,0,1,0,0,0,0,0,0,0,0
sport,médaille,0,0,0,1,0,0,0,0,0,0
odontocètes,cétacés,0,0,0,0,0,0,0,1,0,0
frisson,désir,0,0,1,0,0,0,0,0,0,0
burka,penderie,0,0,0,0,0,0,0,0,1,0
médicament,excipient,0,0,0,0,1,0,0,0,0,0
batailler,canon,0,0,0,0,0,0,1,0,0,0
descendre,tueur,1,0,0,0,0,0,0,0,0,0
gel,crème,0,0,0,0,1,0,0,0,0,0
cheveux,misérable,0,0,0,0,0,1,0,0,0,0
lézarde,vertébré,0,0,0,0,0,0,0,1,0,0
grain,sec,0,1,0,0,0,0,0,0,0,0
orteil,ongle,0,0,0,0,1,0,0,0,0,0
prier,évêque,1,0,0,0,0,0,0,0,0,0
enregistrer,fonctionnaire,1,0,0,0,0,0,0,0,0,0
cyprine,sécrétion,0,0,0,0,0,0,0,1,0,0
fesses,Marie-Antoinette,0,0,0,0,0,1,0,0,0,0
caoutchou,condom,0,0,0,0,0,1,0,0,0,0
estomac,table,0,0,0,0,0,0,0,0,1,0
gueux,personne,0,0,0,0,0,0,0,1,0,0
soleil,étoile,0,0,0,0,0,0,0,1,0,0
syndicalisme,usine,0,0,0,0,0,0,0,0,1,0
savoir,solution,0,0,0,0,0,0,0,0,0,1
sodomiser,homo,0,0,0,0,0,0,0,0,0,1
vicomtesse,personne,0,0,0,0,0,0,0,1,0,0
supporter,père,1,0,0,0,0,0,0,0,0,0
dégrader,dégradation,0,0,0,0,0,0,1,0,0,0
exprimer,peine,0,0,0,0,0,0,0,0,0,1
grenier,histoire,0,0,0,0,0,0,0,1,0,0
récréer,pause,1,0,0,0,0,0,0,0,0,0
bar,poissonnerie,0,0,0,0,0,0,0,0,1,0
muscle,étrier,0,0,0,0,0,1,0,0,0,0
masser,muscle,0,0,0,0,0,0,1,0,0,1
conducteur,véhicule,0,0,0,0,0,0,0,0,1,0
mobile,poche,0,0,0,0,0,0,0,0,1,0
habit,portemanteau,0,0,0,0,0,0,0,0,1,0
coeur,sang,0,0,0,0,1,0,0,0,0,0
piranha,peau,0,0,0,0,1,0,0,0,0,0
violette,personne,0,0,0,0,0,0,0,1,0,0
bille,sphérique,0,1,0,0,0,0,0,0,0,0
ampoule,voiture,0,0,0,0,0,1,0,0,0,0
approuver,opinion,0,0,0,0,0,0,0,0,0,1
rapport,page,0,0,0,0,1,0,0,0,0,0
cardiologie,médecine,0,0,0,0,0,0,0,1,0,0
Tom,métazoaire,0,0,0,0,0,0,0,1,0,0
passe-temps,activité,0,0,0,0,0,1,0,0,0,0
dévorer,bouche,0,0,0,0,0,0,1,0,0,0
manche,pull,0,0,0,0,0,1,0,0,1,0
bonsoir,rencontrer,0,0,1,0,0,0,0,0,0,0
loir,vertébré,0,0,0,0,0,0,0,1,0,0
pape,catholique,0,1,0,0,0,0,0,1,0,0
toile,salle,0,0,0,0,0,0,0,0,1,0
sous-lieutenant,grade,0,0,0,0,0,0,0,1,0,0
peau,potiron,0,0,0,0,0,1,0,0,0,0
papillome,lésion,0,0,0,0,0,0,0,1,0,0
anévrysme,lésion,0,0,0,0,0,0,0,1,0,0
graisse,atome,0,0,0,0,1,0,0,0,0,0
auteur,cerveau,0,0,0,0,1,0,0,0,0,0
monocotylédone,plante,0,0,0,0,0,0,0,1,0,0
